Round,id,bat,id,bat,id,bat,id,bat,id,bat,id,bat,id,bat,id,bat,id,bat,id,bat,id,bat,id,bat,id,bat,id,bat,id,bat,id,bat,id,bat,id,bat,id,bat,id,bat,id,bat,id,bat,id,bat,id,bat,id,bat,id,bat,id,bat,id,bat,id,bat,id,bat,id,bat,id,bat,id,bat,id,bat,id,bat,id,bat,id,bat,id,bat,id,bat,id,bat,id,bat,id,bat,id,bat,id,bat,id,bat,id,bat,id,bat,id,bat,id,bat,id,bat,id,bat,id,bat,id,bat,id,bat,id,bat,id,bat,id,bat,id,bat,id,bat,id,bat,id,bat,id,bat,id,bat,id,bat,id,bat,id,bat,id,bat,id,bat,id,bat,id,bat,id,bat,id,bat,id,bat,id,bat,id,bat,id,bat,id,bat,id,bat,id,bat,id,bat,id,bat,id,bat,id,bat,id,bat,id,bat,id,bat,id,bat,id,bat,id,bat,id,bat,id,bat,id,bat,id,bat,id,bat,id,bat,id,bat,id,bat,id,bat,id,bat,id,bat
1,1,0.5,2,0.5,3,0.5,4,0.5,5,0.5,6,0.5,7,0.5,8,0.5,9,0.5,10,0.5,11,0.5,12,0.5,13,0.5,14,0.5,15,0.5,16,0.5,17,0.5,18,0.5,19,0.5,20,0.5,21,0.5,22,0.5,23,0.5,24,0.5,25,0.5,26,0.5,27,0.5,28,0.5,29,0.5,30,0.5,31,0.5,32,0.5,33,0.5,34,0.5,35,0.5,36,0.5,37,0.5,38,0.5,39,0.5,40,0.5,41,0.5,42,0.5,43,0.5,44,0.5,45,0.5,46,0.5,47,0.5,48,0.5,49,0.5,50,0.5,51,0.5,52,0.5,53,0.5,54,0.5,55,0.5,56,0.5,57,0.5,58,0.5,59,0.5,60,0.5,61,0.5,62,0.5,63,0.5,64,0.5,65,0.5,66,0.5,67,0.5,68,0.5,69,0.5,70,0.5,71,0.5,72,0.5,73,0.5,74,0.5,75,0.5,76,0.5,77,0.5,78,0.5,79,0.5,80,0.5,81,0.5,82,0.5,83,0.5,84,0.5,85,0.5,86,0.5,87,0.5,88,0.5,89,0.5,90,0.5,91,0.5,92,0.5,93,0.5,94,0.5,95,0.5,96,0.5,97,0.5,98,0.5,99,0.5,100,0.5
2,1,0.497994628605000,2,0.493113235389000,3,0.497326730185000,4,0.489787070442000,5,0.498921994114000,6,0.498408607317000,7,0.494751521514000,8,0.498598054834000,9,0.498504519133000,10,0.497965401477000,11,0.497640088293000,12,0.492003936205000,13,0.498652386769000,14,0.498686169826000,15,0.498940580388000,16,0.495242114050000,17,0.497445115725000,18,0.491843040029000,19,0.498907625165000,20,0.497957346234000,21,0.494918091540000,22,0.498844769057000,23,0.493924640193000,24,0.492996645181000,25,0.490238397297000,26,0.490629054760000,27,0.496665697225000,28,0.497481513625000,29,0.498666429700000,30,0.497149594618000,31,0.495843756721000,32,0.498706491141000,33,0.498573765681000,34,0.497427984961000,35,0.430089471105007,36,0.497273889285000,37,0.496550445396000,38,0.492278488021000,39,0.483274665034001,40,0.498548641589000,41,0.493020087621000,42,0.494461268257000,43,0.498469101520000,44,0.495347820210000,45,0.495782526237000,46,0.498785696666000,47,0.453786497396004,48,0.489529398888000,49,0.498408042977000,50,0.497590851049000,51,0.498927489730000,52,0.498657461160000,53,0.494575946205000,54,0.498004177725000,55,0.498580246050000,56,0.494902077073000,57,0.498228138490000,58,0.489554253396000,59,0.492660457693000,60,0.497173071568000,61,0.498747830061000,62,0.498767186517000,63,0.498730107552000,64,0.498858085045000,65,0.498879752250000,66,0.491880427757000,67,0.491368284741000,68,0.498671344330000,69,0.498898499706000,70,0.496994580570000,71,0.496288991140000,72,0.490079659620000,73,0.491704362000000,74,0.493994318928000,75,0.491843626496000,76,0.488564446305000,77,0.490902847965000,78,0.497040984340000,79,0.492371736274000,80,0.490806690925000,81,0.495624058753000,82,0.498749703954000,83,0.498314755545000,84,0.495280858021000,85,0.497868813265000,86,0.494309718810000,87,0.496269758717000,88,0.496036868185000,89,0.494583452333000,90,0.496374245050000,91,0.498748382018000,92,0.494003526805000,93,0.496787718292000,94,0.496010129634000,95,0.494107634137000,96,0.498247646181000,97,0.493642500237000,98,0.498508002613000,99,0.495510644277000,100,0.490817751380000
3,1,0.496319631702000,2,0.484519684039000,3,0.494737246702000,4,0.482118420587000,5,0.496217754934000,6,0.496393108770000,7,0.493670228764000,8,0.496126319674000,9,0.495796810074000,10,0.496293784930000,11,0.494597888014000,12,0.490788074958000,13,0.494836556738000,14,0.497352543407000,15,0.496604153254000,16,0.493852017700000,17,0.494737737150000,18,0.488314985234000,19,0.495794020854000,20,0.496516108500000,21,0.492512854308000,22,0.497451108230000,23,0.491827908354000,24,0.490514219026000,25,0.482891950869000,26,0.450945172169000,27,0.494775698150000,28,0.495915606486000,29,0.496945937249000,30,0.495069785468000,31,0.494684675386000,32,0.497063681106000,33,0.497256719490000,34,0.495221664790000,35,0.428970623355007,36,0.494284924335000,37,0.495244677276000,38,0.491071099994000,39,0.481824706623001,40,0.472192892158003,41,0.491000306586000,42,0.493179263114000,43,0.497319909533000,44,0.493782660111000,45,0.492476159622000,46,0.497352970316000,47,0.451181579214004,48,0.487583529544000,49,0.493592609481000,50,0.496336551346000,51,0.497676385450000,52,0.497489040810000,53,0.487000326175000,54,0.495401081874000,55,0.494596310095000,56,0.487267601252999,57,0.495275809559000,58,0.479548988281000,59,0.482114611394001,60,0.495844831145000,61,0.497653383114000,62,0.496154076270000,63,0.497462533882000,64,0.497604841145000,65,0.464952390604003,66,0.490115928966000,67,0.488609045350000,68,0.497040374270000,69,0.497766397274000,70,0.493552881163000,71,0.469416786925002,72,0.483349037037000,73,0.484344876273000,74,0.440729789813003,75,0.490579491240000,76,0.486416669710000,77,0.485518859986000,78,0.495255202420000,79,0.482958451639000,80,0.485444488906000,81,0.490456223753000,82,0.497176213750000,83,0.491950301998000,84,0.494023173090000,85,0.495182671129000,86,0.492680748300000,87,0.495071152470000,88,0.494752956466000,89,0.493172203383000,90,0.492487122028000,91,0.497078647890000,92,0.484629149759000,93,0.495718032676000,94,0.494102464687000,95,0.488400288067000,96,0.496013378594000,97,0.485756790805000,98,0.496590221770000,99,0.492131684050000,100,0.487499542760000
4,1,0.495069786631000,2,0.475299573392000,3,0.493209772335000,4,0.468793303419000,5,0.494546431722000,6,0.495288476907000,7,0.490301192801000,8,0.440773106106006,9,0.494747348739000,10,0.493985104039000,11,0.493260578363000,12,0.485984379328000,13,0.493465375319000,14,0.495600388640000,15,0.495134425688000,16,0.490706361110000,17,0.493289734035000,18,0.478709873516000,19,0.494429398771000,20,0.494846127118000,21,0.491127184373000,22,0.494347447671000,23,0.485323541654000,24,0.482925639476000,25,0.470050999866000,26,0.446247817074000,27,0.493718916635000,28,0.494212108383000,29,0.495078941322000,30,0.491417319281000,31,0.492197163675000,32,0.495755014755000,33,0.494178153588000,34,0.494115518547000,35,0.426013007695007,36,0.489675984672000,37,0.494060442820000,38,0.486311402990000,39,0.478929312696001,40,0.469721156998003,41,0.489044329466000,42,0.490975196852000,43,0.495533426654000,44,0.490299041001000,45,0.447697577130003,46,0.494643521141000,47,0.449781034048005,48,0.484072579529000,49,0.491381643046000,50,0.494801505891001,51,0.494820029844000,52,0.494301437518000,53,0.479375106140000,54,0.492700605908000,55,0.492410236535000,56,0.480151056182000,57,0.492177834015000,58,0.466325209931000,59,0.477881851031001,60,0.490794474275000,61,0.493766312466000,62,0.495082659267000,63,0.495117864542000,64,0.494383838669000,65,0.461481458182003,66,0.487537784454000,67,0.486352691160000,68,0.495243618576000,69,0.494072629316000,70,0.488584569179000,71,0.467631005005002,72,0.470222370639000,73,0.473247597627000,74,0.437328694466003,75,0.485484040965000,76,0.482503489608000,77,0.473243387204000,78,0.447672290550004,79,0.472988110847000,80,0.473146002014000,81,0.483783903582000,82,0.494268159728000,83,0.487199808811000,84,0.491206556967000,85,0.491458416022000,86,0.490881058241001,87,0.492579775639000,88,0.493446761843000,89,0.489170233719999,90,0.485453793965000,91,0.495702066874000,92,0.476696197152000,93,0.493940166132000,94,0.490131943987000,95,0.479909314444000,96,0.492342956651000,97,0.477053843770000,98,0.494771647027000,99,0.491088027500000,100,0.477782661881000
5,1,0.492182351883000,2,0.474098406052000,3,0.487450161028000,4,0.467719536037000,5,0.492370994302000,6,0.491471038056000,7,0.488544520021000,8,0.436885835458006,9,0.490503294832000,10,0.491656647248999,11,0.487464546420000,12,0.483718181217000,13,0.489301961944000,14,0.493587415165000,15,0.492897063930000,16,0.485428476111000,17,0.487542362004001,18,0.476988934420000,19,0.491331714284000,20,0.492212071083000,21,0.488065493207000,22,0.492825353977000,23,0.482428778200000,24,0.480477239324000,25,0.468994121475000,26,0.444127784444000,27,0.490630912000000,28,0.489894039052000,29,0.493424511319000,30,0.488544990981000,31,0.487386159797001,32,0.493241849280000,33,0.493053973998000,34,0.491326496372000,35,0.424762037756007,36,0.487258280962000,37,0.489625271518000,38,0.484042455447000,39,0.477493026493002,40,0.467070979718003,41,0.487903430999000,42,0.489860318925000,43,0.492895706875000,44,0.485297516954000,45,0.445897687071003,46,0.493444730322000,47,0.447251620250005,48,0.482196468451000,49,0.488416538874000,50,0.491672676941001,51,0.493412930981000,52,0.492990664591000,53,0.478312604446000,54,0.489976034609000,55,0.489380442556000,56,0.443135847803001,57,0.489695903135000,58,0.464908381075000,59,0.469735717929001,60,0.487146509568000,61,0.427665014564007,62,0.491511828876000,63,0.493574858803000,64,0.492513307249000,65,0.460386811235003,66,0.486245504827000,67,0.484786861725000,68,0.493230872461000,69,0.492923908041000,70,0.486491424508000,71,0.463030948374001,72,0.426837790785001,73,0.472094971647000,74,0.435699523956003,75,0.483036301375000,76,0.480319074513001,77,0.472114629964000,78,0.444409725200004,79,0.471628594372000,80,0.472012995984000,81,0.482330220482000,82,0.492515838253000,83,0.484936912901000,84,0.485830152617000,85,0.489139062766999,86,0.442397268394003,87,0.488307222359000,88,0.488695861596000,89,0.483416952967999,90,0.483118359253000,91,0.493386157514000,92,0.475544401442000,93,0.489967481813000,94,0.485700124824000,95,0.478557135404000,96,0.489972870651000,97,0.475921953428000,98,0.492446808915000,99,0.489340970221000,100,0.475713809002001
6,1,0.490607236213000,2,0.470177390105000,3,0.486403252982000,4,0.461634817997000,5,0.491067776223000,6,0.490263766506000,7,0.486264130586000,8,0.435814218455006,9,0.489409337882000,10,0.489896118078000,11,0.486381769492000,12,0.481452217571000,13,0.488075021724000,14,0.492454269471000,15,0.491679876439000,16,0.484356270611000,17,0.476906739622001,18,0.471075239414000,19,0.490142884878000,20,0.490480017940000,21,0.486574185072000,22,0.490141249307000,23,0.477467336300000,24,0.474843388750000,25,0.463266274796000,26,0.442363085653000,27,0.489329773250000,28,0.488492873270000,29,0.467350416387002,30,0.484718779282000,31,0.486200282214000,32,0.492017231379999,33,0.491706903858999,34,0.489683588446000,35,0.422185805662007,36,0.486006679287000,37,0.488560426595000,38,0.481708937867000,39,0.476160656193002,40,0.465350287267003,41,0.486785341815000,42,0.488438395175000,43,0.491455502975000,44,0.472645129655001,45,0.443738462449003,46,0.492258455468000,47,0.446020006767005,48,0.480987711956000,49,0.486865779347000,50,0.490198119757001,51,0.490516944249000,52,0.490602144160999,53,0.475468809623000,54,0.486007084475000,55,0.488080130828000,56,0.440399104624001,57,0.446275735089004,58,0.458345881828999,59,0.468170357830001,60,0.485839207738001,61,0.426010584561007,62,0.475917916993001,63,0.490718060612000,64,0.490848462534000,65,0.458322081895003,66,0.440853866420002,67,0.483529999711000,68,0.490596759586000,69,0.490780768733000,70,0.485153359652000,71,0.461746836655001,72,0.421066842131001,73,0.467385251777000,74,0.433753407313004,75,0.480584026156000,76,0.478955442619001,77,0.466647835398000,78,0.443103330577004,79,0.467093248660000,80,0.466442355956000,81,0.480321212003000,82,0.489596991081999,83,0.483029047954001,84,0.484679384290000,85,0.488044452359999,86,0.441104988767004,87,0.487139039880000,88,0.460123156405001,89,0.482341557728999,90,0.480828858366000,91,0.492228626039000,92,0.471999390215000,93,0.488577030574000,94,0.477433120677001,95,0.475623922329000,96,0.487249532171000,97,0.472446242341000,98,0.489617114269000,99,0.487084742049000,100,0.468860941195001
7,1,0.488261347407000,2,0.429285791115001,3,0.485065330632000,4,0.460187737269000,5,0.489187309780000,6,0.457473742044003,7,0.483479562231000,8,0.434709386592006,9,0.488266801002000,10,0.487658902479999,11,0.485076130232000,12,0.476860383861000,13,0.486343458014000,14,0.490878708419000,15,0.490076987324000,16,0.483243284644000,17,0.475599564058001,18,0.468182514283000,19,0.488499869362000,20,0.487986575945000,21,0.485184608357001,22,0.488849089653001,23,0.474470301040000,24,0.471247781600000,25,0.461849353981000,26,0.437785755278000,27,0.487874505531999,28,0.487143107088000,29,0.465531067357002,30,0.483398165727000,31,0.484892387624000,32,0.490774369870000,33,0.489156681748999,34,0.488174196056000,35,0.420434651843007,36,0.484064148436000,37,0.486435238780000,38,0.477334484271000,39,0.473545807003002,40,0.463334588720003,41,0.484927958705000,42,0.486271503243000,43,0.489972206641000,44,0.471569734416001,45,0.442694605899004,46,0.489617242668000,47,0.444429814084005,48,0.477668453781000,49,0.484083206685000,50,0.487875348591000,51,0.489029636025999,52,0.487618513193999,53,0.474298180385000,54,0.484796464237000,55,0.485390142609000,56,0.439197937284001,57,0.443552396609004,58,0.457055300702999,59,0.466758908880001,60,0.484010995119001,61,0.423640498561007,62,0.474710645443001,63,0.488108842033000,64,0.488068234318999,65,0.456087614308003,66,0.438404246238002,67,0.481423273731000,68,0.488766875870999,69,0.489062348258000,70,0.483059985388000,71,0.459957329640001,72,0.419502197404001,73,0.466196094526000,74,0.430403142918004,75,0.475926977681001,76,0.475258125567001,77,0.464817068227000,78,0.441511544750004,79,0.434564561132001,80,0.464569526373000,81,0.478453892043000,82,0.488394328646999,83,0.480256321604001,84,0.483467317068000,85,0.485867312784999,86,0.439357931488004,87,0.485814303192000,88,0.457866928233001,89,0.460834842579001,90,0.479001583607000,91,0.490900546956000,92,0.470852343081000,93,0.486782432319000,94,0.476245891114001,95,0.474183374141000,96,0.443365981096003,97,0.471380694023000,98,0.488005228397000,99,0.450775134274002,100,0.465201941205001
8,1,0.449801612537003,2,0.425559267032001,3,0.482410771394000,4,0.457255696519000,5,0.488010724725000,6,0.455830726528003,7,0.481243219736000,8,0.433344564509005,9,0.486855153518000,10,0.486104975137999,11,0.482845773191999,12,0.474547101321000,13,0.485194746280000,14,0.488975108299000,15,0.488900057169000,16,0.480521565089000,17,0.473097349418001,18,0.467000676603000,19,0.446977914719003,20,0.486786402290000,21,0.483898074442001,22,0.486580420423000,23,0.473380282290000,24,0.413651098785004,25,0.459077982250000,26,0.434356261607000,27,0.466289393798000,28,0.484400418242000,29,0.463861608655002,30,0.481006114112000,31,0.482719123522000,32,0.489290389832000,33,0.486809996573999,34,0.464560141498001,35,0.418430480448007,36,0.481231341800000,37,0.485227926021000,38,0.475144239625000,39,0.470721400101002,40,0.460220784409003,41,0.481642542457000,42,0.483149396029000,43,0.487661540771000,44,0.468679438789001,45,0.441312716591004,46,0.487378894736000,47,0.443338639249005,48,0.472050370826000,49,0.482718666975000,50,0.486669030329000,51,0.487019951151000,52,0.485568208018999,53,0.470850814594000,54,0.482639433639000,55,0.484094615794000,56,0.435248242309001,57,0.441741978970004,58,0.452775455662999,59,0.462604231610001,60,0.480284020376001,61,0.420753063813007,62,0.473521816037001,63,0.486600687334000,64,0.484599536476000,65,0.453790591053002,66,0.434220783974002,67,0.477593987597000,68,0.487436538615999,69,0.486505506115000,70,0.480000514433000,71,0.458282132737002,72,0.417053797252001,73,0.463335618178000,74,0.427920516763004,75,0.473742509806001,76,0.469050733409001,77,0.462992935299000,78,0.440454563235004,79,0.430436392414001,80,0.462757470727000,81,0.475643895908000,82,0.486192082031999,83,0.476980830838001,84,0.480943847110000,85,0.483626966114999,86,0.436568909313004,87,0.483760051900000,88,0.456565789483001,89,0.457415875879001,90,0.476812095948000,91,0.489443818653000,92,0.466117224866000,93,0.485255647904000,94,0.473139074063001,95,0.471819068566000,96,0.440425749296004,97,0.467984971432000,98,0.486527200725000,99,0.449319866556002,100,0.463983780938001
9,1,0.447791927662003,2,0.421696382368001,3,0.480915692939999,4,0.451479354764000,5,0.462853041485001,6,0.454688189648003,7,0.444103725449001,8,0.432294903174005,9,0.468098105616001,10,0.484416630533999,11,0.481575355243999,12,0.473163804614000,13,0.483848396994001,14,0.487378460216000,15,0.487829989259000,16,0.465952493866000,17,0.471692233662001,18,0.463790185828000,19,0.445801329664003,20,0.485126463679000,21,0.480590754291001,22,0.485511823248000,23,0.471532479359001,24,0.411414756290004,25,0.453660989268000,26,0.432557113716000,27,0.463640430864000,28,0.482614265396000,29,0.462558390576002,30,0.479304417792000,31,0.462910130771002,32,0.487882953177000,33,0.485172938295999,34,0.462146174815001,35,0.417359170178007,36,0.480127889321999,37,0.483440282546000,38,0.473815526370000,39,0.468593993902002,40,0.457516345229004,41,0.480305852723000,42,0.448713145885002,43,0.485698259869000,44,0.467607233289001,45,0.439108450329004,46,0.485783518245000,47,0.442261833363005,48,0.469971942031000,49,0.481112432420001,50,0.485182516445001,51,0.460801202068001,52,0.484002560268999,53,0.468076642884000,54,0.480963541664000,55,0.482723844390000,56,0.432507165689001,57,0.440647368563004,58,0.446341203087999,59,0.461192454003001,60,0.478264360284001,61,0.419345964950007,62,0.472427859087001,63,0.485197535400000,64,0.481854087236000,65,0.452539286773002,66,0.432798860224002,67,0.475639790133000,68,0.486170476236000,69,0.485368089707000,70,0.478815293758000,71,0.457122851402002,72,0.411655685097001,73,0.458857083843000,74,0.426839024013004,75,0.472312287416001,76,0.466623148065001,77,0.458104019412000,78,0.437966851524004,79,0.425929257815001,80,0.457880444144000,81,0.473837013108000,82,0.485077051651999,83,0.474177879615001,84,0.479881910771000,85,0.450962344740001,86,0.435454031386003,87,0.482697574566000,88,0.454829510895001,89,0.456302889912001,90,0.474928439360000,91,0.488113601777001,92,0.462480449316000,93,0.484082016905000,94,0.471872445313001,95,0.469144624666000,96,0.438938441073003,97,0.464600531377999,98,0.485182198750000,99,0.447152974624002,100,0.460866716244001
10,1,0.445235085519003,2,0.420549335234001,3,0.457278350325001,4,0.449558959033000,5,0.460334943110002,6,0.453350267298003,7,0.441830937958001,8,0.430767228807005,9,0.466603027162001,10,0.481942035058999,11,0.480443729614000,12,0.470576045368000,13,0.481318521574000,14,0.484911758802000,15,0.485134636156000,16,0.460350877662001,17,0.470645325616001,18,0.426723861932000,19,0.443146770426003,20,0.482556934239000,21,0.477514237020001,22,0.484339097629000,23,0.470146699353001,24,0.410232918610003,25,0.451867718024000,26,0.430386007301000,27,0.460218352580000,28,0.481286397636000,29,0.460415251268002,30,0.476434054532000,31,0.457928051688002,32,0.485892807661000,33,0.483887618321000,34,0.458942017640001,35,0.416258869884007,36,0.477859984995999,37,0.479154626428000,38,0.471184975942000,39,0.466626997694002,40,0.454926661746003,41,0.435423546932002,42,0.447376456151002,43,0.483653265377000,44,0.462178760657002,45,0.437152273209004,46,0.484272435271001,47,0.439589763548004,48,0.468513214584000,49,0.477830211798001,50,0.482155139790001,51,0.459663785660001,52,0.482524100206999,53,0.431722031109001,54,0.478805338741000,55,0.479429271015000,56,0.431444663995001,57,0.438277399288004,58,0.444547051432999,59,0.452714465636001,60,0.473857814012001,61,0.418197243675007,62,0.470610038647001,63,0.483676651586000,64,0.479277431481000,65,0.451406984341002,66,0.431680771040003,67,0.474431817015000,68,0.484540231855999,69,0.428781992540005,70,0.476764066963000,71,0.452578797396002,72,0.409934746001001,73,0.457452939848000,74,0.424819042978004,75,0.469513205373001,76,0.464954873259001,77,0.456784258660000,78,0.434282828333004,79,0.424749305396001,80,0.456572651866000,81,0.472475914654001,82,0.483770551671999,83,0.471286415520000,84,0.474280912296000,85,0.448878513100001,86,0.434313132919003,87,0.478219231051000,88,0.449952213104001,89,0.450047528245001,90,0.472808682810000,91,0.485938619686001,92,0.433124548861001,93,0.480125384811000,94,0.466880495355001,95,0.467936372220000,96,0.437220020598003,97,0.463515211265999,98,0.483389199323000,99,0.445295591514002,100,0.459745593225001
