CONSUMO 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100 
Inicio_round_1 0.8388 0.8388 0.8388 0.8388 0.8388 0.8388 0.8388 0.8388 0.8388 0.8388 0.8388 0.8388 0.8388 0.8388 0.8388 0.8388 0.8388 0.8388 0.8388 0.8388 0.8388 0.8388 0.8388 0.8388 0.8388 0.8388 0.8388 0.8388 0.8388 0.8388 0.8388 0.8388 0.8388 0.8388 0.8388 0.8388 0.8388 0.8388 0.8388 0.8388 0.8388 0.8388 0.8388 0.8388 0.8388 0.8388 0.8388 0.8388 0.8388 0.8388 0.8388 0.8388 0.8388 0.8388 0.8388 0.8388 0.8388 0.8388 0.8388 0.8388 0.8388 0.8388 0.8388 0.8388 0.8388 0.8388 0.8388 0.8388 0.8388 0.8388 0.8388 0.8388 0.8388 0.8388 0.8388 0.8388 0.8388 0.8388 0.8388 0.8388 0.8388 0.8388 0.8388 0.8388 0.8388 0.8388 0.8388 0.8388 0.8388 0.8388 0.8388 0.8388 0.8388 0.8388 0.8388 0.8388 0.8388 0.8388 0.8388 0.8388 
Fim_round_1 0.8325171069480015 0.8333075380409988 0.8353489438889995 0.8318281306050003 0.8352819306900013 0.8350946419049997 0.8345635966890012 0.8327652076800003 0.8348287430250011 0.8342171924849994 0.8355841120799994 0.8350385001930006 0.8347823723250004 0.8337408858000009 0.8351624311649986 0.8343277398720012 0.8319741910740015 0.8338321679399987 0.8341806838500012 0.8324660804850005 0.8348212423079997 0.8351773524000012 0.8342672505300005 0.8318635224839996 0.8346071459519994 0.8345406362579993 0.8348183346420002 0.835090748936999 0.831766502195999 0.8344213737119994 0.8349948357569996 0.833835744333 0.8327551635089994 0.8345110663439996 0.835223739381 0.8340154618500012 0.8338681561860006 0.8342068691249988 0.8345302942050006 0.8326817404199998 0.8343137924819987 0.8308212020100014 0.8355719670569988 0.8352967596659998 0.8352981875700007 0.8353494124200015 0.8339069411459996 0.835339146344999 0.8318660207129989 0.8347306572359994 0.8354010599730003 0.8352135806399996 0.8349020829000006 0.8347674028500003 0.8331877195289996 0.8336885713290004 0.833775395490001 0.8334595006739997 0.830671943229 0.8350825167810006 0.8337889057050009 0.8344794100500013 0.8352159866100012 0.8342943475409998 0.8352294341129992 0.8346898425779998 0.8335042722179985 0.8298886317569993 0.834007871888999 0.8346535884089993 0.8340008360849994 0.8354318666399986 0.8331663473999987 0.8348691199050012 0.8353007762490008 0.8336602496250003 0.8335858472639999 0.8349563981249992 0.8317168915770013 0.8306812318409986 0.8323094572649989 0.8354037571919991 0.8352461203290007 0.8334983224170016 0.8353865783250004 0.8354417455889992 0.8347196217330001 0.8354465870760014 0.8352983666609989 0.5589259029960042 0.5324612000100045 0.5457085760820044 0.5192393834850046 0.5390813856840078 0.5390846373480078 0.5390904655290077 0.5523248188890076 0.5589379138500042 0.5390754574290078 0.4993815603570082 
Inicio_round_2 1.1713171069480015 1.1721075380409989 1.1741489438889996 1.1706281306050004 1.1740819306900012 1.1738946419049996 1.173363596689001 1.1715652076800003 1.173628743025001 1.1730171924849992 1.1743841120799994 1.1738385001930007 1.1735823723250003 1.172540885800001 1.1739624311649985 1.173127739872001 1.1707741910740015 1.1726321679399987 1.1729806838500012 1.1712660804850006 1.1736212423079997 1.1739773524000012 1.1730672505300004 1.1706635224839996 1.1734071459519995 1.1733406362579992 1.1736183346420002 1.173890748936999 1.170566502195999 1.1732213737119994 1.1737948357569996 1.172635744333 1.1715551635089994 1.1733110663439996 1.174023739381 1.1728154618500013 1.1726681561860006 1.1730068691249986 1.1733302942050006 1.1714817404199998 1.1731137924819985 1.1696212020100014 1.1743719670569988 1.174096759666 1.1740981875700007 1.1741494124200016 1.1727069411459996 1.174139146344999 1.1706660207129989 1.1735306572359994 1.1742010599730004 1.1740135806399996 1.1737020829000007 1.1735674028500003 1.1719877195289996 1.1724885713290005 1.172575395490001 1.1722595006739995 1.169471943229 1.1738825167810005 1.172588905705001 1.1732794100500012 1.174015986610001 1.1730943475409998 1.1740294341129993 1.1734898425779998 1.1723042722179984 1.1686886317569993 1.172807871888999 1.1734535884089992 1.1728008360849995 1.1742318666399987 1.1719663473999988 1.1736691199050013 1.1741007762490008 1.1724602496250003 1.1723858472639999 1.1737563981249992 1.1705168915770012 1.1694812318409986 1.171109457264999 1.1742037571919992 1.1740461203290007 1.1722983224170016 1.1741865783250005 1.1742417455889993 1.173519621733 1.1742465870760013 1.1740983666609988 0.8977259029960042 0.8712612000100045 0.8845085760820044 0.8580393834850046 0.8778813856840078 0.8778846373480078 0.8778904655290077 0.8911248188890076 0.8977379138500042 0.8778754574290077 0.8381815603570082 
Fim_round_2 1.1651496682689986 1.1663443234269952 1.1665393131250013 1.1672285421250002 1.167244298514998 1.1683535827420004 1.1648927577069972 1.167536127601 1.1698684079859971 1.1689986944529975 1.163436626674 1.1688738312429996 1.166991810958001 1.1682939207160015 1.1683978767099967 1.1693199975759978 1.1684818444599951 1.168829635563998 1.1643703408179964 1.1683434873159952 1.1679598153000028 1.1679308954199998 1.1673827002809984 1.166079347136996 1.1700640543510006 1.1697659594919994 1.1695336368579972 1.1672561999259954 1.1693595194019977 1.166065118146 1.1692950972939962 1.1659368715029965 1.1701013348259959 1.170659929906001 1.1676759566680013 1.1690540004069976 1.168270617177998 1.1677274474410004 1.1474754952600026 1.1693042122419972 1.1700640537480007 1.17048725362 1.1688812686450025 1.1641501951659974 1.1699460822250007 1.1694576142359967 1.1629138522059963 1.1702990090799998 1.1641153797549988 1.1639063395539984 1.1674775274579983 1.1599841851480006 1.1686885100469966 1.170522814942 1.167750761229998 1.1687408245180004 1.1701118053179984 1.1696087923659964 1.161024050206 1.1660051353239977 1.1650875441939965 1.1687350863699975 1.1660180956029955 1.168615397502996 1.1691353004849967 1.1679974129530009 1.167723515881003 1.1670396439330024 1.1679673956130008 1.156859832304001 1.155414464217997 1.1651784066459965 1.165026711142001 1.167309681805002 1.1684911867390015 1.1678272053489966 1.1707226226099967 1.169952362469998 1.1698401435669983 0.8938973011210034 0.8607054185800038 0.880937156722004 0.854700970561006 0.8706709035340083 0.8724664671730085 0.8737953081070076 0.8853014930140091 0.8943566710420033 0.8709564781420066 0.8326091156470075 0.877677441094004 0.8795892772360032 0.9197336445639969 0.9040374188260016 0.8478474090340089 0.869768746054002 0.8141754858280088 0.8541649751650016 0.861268121377005 0.834832942870007 
Inicio_round_3 1.5039496682689986 1.5051443234269952 1.5053393131250012 1.5060285421250001 1.506044298514998 1.5071535827420004 1.5036927577069972 1.5063361276009999 1.508668407985997 1.5077986944529975 1.502236626674 1.5076738312429996 1.505791810958001 1.5070939207160015 1.5071978767099967 1.5081199975759978 1.5072818444599951 1.507629635563998 1.5031703408179964 1.5071434873159952 1.5067598153000028 1.5067308954199998 1.5061827002809984 1.504879347136996 1.5088640543510006 1.5085659594919993 1.5083336368579972 1.5060561999259954 1.5081595194019977 1.504865118146 1.5080950972939962 1.5047368715029965 1.5089013348259959 1.509459929906001 1.5064759566680013 1.5078540004069976 1.507070617177998 1.5065274474410004 1.4862754952600026 1.5081042122419972 1.5088640537480007 1.50928725362 1.5076812686450025 1.5029501951659974 1.5087460822250007 1.5082576142359967 1.5017138522059963 1.5090990090799998 1.5029153797549988 1.5027063395539983 1.5062775274579983 1.4987841851480006 1.5074885100469966 1.509322814942 1.506550761229998 1.5075408245180004 1.5089118053179984 1.5084087923659963 1.499824050206 1.5048051353239977 1.5038875441939965 1.5075350863699974 1.5048180956029955 1.507415397502996 1.5079353004849967 1.5067974129530008 1.506523515881003 1.5058396439330024 1.5067673956130008 1.495659832304001 1.494214464217997 1.5039784066459965 1.503826711142001 1.506109681805002 1.5072911867390015 1.5066272053489966 1.5095226226099967 1.5087523624699979 1.5086401435669983 1.2326973011210034 1.1995054185800038 1.2197371567220041 1.193500970561006 1.2094709035340083 1.2112664671730085 1.2125953081070076 1.224101493014009 1.2331566710420034 1.2097564781420065 1.1714091156470074 1.216477441094004 1.2183892772360032 1.2585336445639967 1.2428374188260016 1.186647409034009 1.208568746054002 1.1529754858280088 1.1929649751650016 1.200068121377005 1.173632942870007 
Fim_round_3 1.4951871500389986 1.4981041981159977 1.5017188991030028 1.5025446237860016 1.499644670758994 1.4725060256240001 1.5029272315069961 1.4944009435639993 1.484734526737999 1.4820856219070004 1.5024785796079996 1.5027149115889988 1.5017614371349943 1.4955670894849968 1.503483347653997 1.4938969169690004 1.493372660326998 1.5013401939979927 1.5013958436620047 1.5029943852050023 1.4868322015309996 1.496311882522994 1.5049371070879989 1.504058178509 1.4871774123979962 1.5024862334869935 1.4783041287079992 1.5040093222429944 1.4976498352039938 1.5053456522509976 1.5035975721349986 1.4972363743850006 1.492823020399997 1.501335931993995 1.501206250211 1.4820584350490038 1.4821615088539963 1.4977307692610025 1.5053972196049996 1.5033411861830006 1.4612746012909983 1.5024765686029975 1.500960205708994 1.4984015524909982 1.5056940909769971 1.4993313971839954 1.457298401804001 1.502534013397997 1.494254667823997 1.486496091742999 1.4943230335519966 1.4989078915909977 1.5009183098719985 1.4971410316429945 1.4935054849459952 1.4964229044710016 1.499810908813998 1.477384370395996 1.4999249433499937 1.497104240803993 1.5022243644559938 1.5038823021019956 1.4889671254429993 1.4991102445220004 1.4991591140540004 1.5029889551900018 1.4921421049610033 1.4702861028319971 1.4591955338719977 1.5025995860299999 1.5029563473619951 1.4950572559999993 1.5043494064039955 1.2274706235380042 1.1963645306600024 1.2164539023110057 1.184196114734007 1.2017856954560062 1.2063366362390078 1.2079100015120077 1.2199400897030093 1.212999397487004 1.2013526629040083 1.1437448345960046 1.1901977445230034 1.2010615208810007 1.254872608240998 1.2232587599510036 1.1831882860550067 1.2045835851710038 1.148336088638005 1.1892178394870019 1.1832845098100038 1.1659261335230051 1.2239057451829936 1.2290623021639997 1.1124971062520057 1.2342740062070037 1.081774663469017 1.0376972348600153 
Inicio_round_4 1.8339871500389986 1.8369041981159977 1.8405188991030028 1.8413446237860016 1.838444670758994 1.8113060256240001 1.8417272315069961 1.8332009435639993 1.823534526737999 1.8208856219070004 1.8412785796079996 1.8415149115889988 1.8405614371349943 1.8343670894849968 1.842283347653997 1.8326969169690004 1.8321726603269979 1.8401401939979927 1.8401958436620047 1.8417943852050023 1.8256322015309996 1.835111882522994 1.8437371070879989 1.842858178509 1.8259774123979962 1.8412862334869935 1.8171041287079992 1.8428093222429944 1.8364498352039937 1.8441456522509976 1.8423975721349986 1.8360363743850006 1.831623020399997 1.840135931993995 1.840006250211 1.8208584350490038 1.8209615088539963 1.8365307692610024 1.8441972196049996 1.8421411861830006 1.8000746012909983 1.8412765686029975 1.839760205708994 1.8372015524909981 1.8444940909769971 1.8381313971839954 1.796098401804001 1.841334013397997 1.833054667823997 1.825296091742999 1.8331230335519966 1.8377078915909977 1.8397183098719985 1.8359410316429945 1.8323054849459952 1.8352229044710016 1.838610908813998 1.816184370395996 1.8387249433499937 1.835904240803993 1.8410243644559938 1.8426823021019956 1.8277671254429992 1.8379102445220004 1.8379591140540004 1.8417889551900017 1.8309421049610033 1.8090861028319971 1.7979955338719977 1.8413995860299999 1.8417563473619951 1.8338572559999993 1.8431494064039955 1.5662706235380042 1.5351645306600024 1.5552539023110057 1.522996114734007 1.5405856954560062 1.5451366362390078 1.5467100015120077 1.5587400897030093 1.551799397487004 1.5401526629040083 1.4825448345960046 1.5289977445230034 1.5398615208810007 1.593672608240998 1.5620587599510036 1.5219882860550067 1.5433835851710038 1.487136088638005 1.5280178394870019 1.5220845098100038 1.504726133523005 1.5627057451829935 1.5678623021639997 1.4512971062520057 1.5730740062070037 1.420574663469017 1.3764972348600153 
Fim_round_4 1.8299108818199994 1.8324799271399983 1.8366557751029988 1.836150883806002 1.831501986563991 1.8070926973140011 1.8373780093079937 1.820153430083998 1.8373725768809959 1.8371976634649976 1.835746120658995 1.8384481178309982 1.829345415554998 1.827887780639997 1.8356352217229905 1.8349033027350046 1.836957675495 1.8315663821399937 1.8378442965449997 1.8222336799859962 1.835632096976993 1.8133695468209998 1.835115625667992 1.8314326898039912 1.8348734150399986 1.8370740852479952 1.8325480546829984 1.8272386891289951 1.8365670545069952 1.8317536763519957 1.8151847908860028 1.8172038254339935 1.8333232413330027 1.8390241769969988 1.836758110836001 1.793400240035997 1.8368736118679942 1.8339237605909957 1.835137867322998 1.8336678317129917 1.7888733827580017 1.8362401633829946 1.8290357449049959 1.8215923496880007 1.8297621162929985 1.8325599808169943 1.834870861937998 1.8288287940989911 1.832534096438998 1.832603366063992 1.8335866118339932 1.838504056934994 1.823745585503996 1.8280961448780015 1.8344130173039976 1.837287722118001 1.8270115673700047 1.805402371331994 1.7921519624999955 1.8385422997979914 1.8306260609249962 1.8388150499639913 1.5620112597960054 1.5315939647730035 1.5490326322410033 1.519412101344007 1.5348730709610068 1.5409902246480092 1.5420489674100069 1.5551862100320053 1.5473271373590038 1.5328887491520045 1.4787833347890005 1.5253816569600005 1.5360861858419967 1.5843558768659995 1.5587629377480023 1.514537793249003 1.5368971096710031 1.480384650114006 1.5247262575800031 1.5182617675140004 1.5006380905230023 1.5572531409209918 1.5643861564290007 1.4477120104770032 1.5677447564490055 1.4165727162060149 1.3687083800610123 1.566561383478002 1.5079355720610061 1.5478907349570028 1.5589869581790023 1.4778541762440043 1.5466669845749963 1.5693140962529972 1.5355085670960007 1.5495461934239985 1.5030985879500018 1.495364129655002 
Inicio_round_5 2.168710881819999 2.1712799271399983 2.175455775102999 2.174950883806002 2.1703019865639908 2.145892697314001 2.1761780093079937 2.158953430083998 2.1761725768809956 2.1759976634649973 2.174546120658995 2.177248117830998 2.168145415554998 2.1666877806399967 2.1744352217229905 2.173703302735005 2.1757576754950003 2.170366382139994 2.1766442965449997 2.161033679985996 2.174432096976993 2.152169546821 2.173915625667992 2.170232689803991 2.173673415039999 2.175874085247995 2.1713480546829986 2.166038689128995 2.175367054506995 2.1705536763519957 2.153984790886003 2.1560038254339933 2.1721232413330025 2.1778241769969986 2.175558110836001 2.132200240035997 2.1756736118679942 2.172723760590996 2.173937867322998 2.172467831712992 2.127673382758002 2.1750401633829943 2.1678357449049956 2.1603923496880006 2.1685621162929984 2.1713599808169946 2.173670861937998 2.167628794098991 2.171334096438998 2.171403366063992 2.172386611833993 2.177304056934994 2.162545585503996 2.1668961448780015 2.173213017303998 2.176087722118001 2.165811567370005 2.144202371331994 2.1309519624999957 2.177342299797991 2.1694260609249962 2.1776150499639915 1.9008112597960054 1.8703939647730035 1.8878326322410033 1.858212101344007 1.8736730709610068 1.8797902246480092 1.8808489674100068 1.8939862100320053 1.8861271373590038 1.8716887491520044 1.8175833347890005 1.8641816569600005 1.8748861858419967 1.9231558768659995 1.8975629377480023 1.853337793249003 1.8756971096710031 1.819184650114006 1.8635262575800031 1.8570617675140004 1.8394380905230023 1.8960531409209918 1.9031861564290007 1.7865120104770031 1.9065447564490055 1.7553727162060149 1.7075083800610122 1.9053613834780019 1.8467355720610061 1.8866907349570028 1.8977869581790023 1.8166541762440043 1.8854669845749963 1.9081140962529972 1.8743085670960007 1.8883461934239985 1.8418985879500018 1.834164129655002 
Fim_round_5 2.163947934688004 2.1657818759739946 2.168233830150996 2.1646920843249977 2.1727779042849957 2.1722600328100024 2.1688897566670007 2.1731036310160006 2.162108377059998 2.162547488292998 2.167931352687993 2.1685021621360114 2.172427515457006 2.171373880291005 2.156655066964001 2.1484236888340074 2.17060074806199 2.164018318053993 2.1715193522319947 2.1668962434909993 2.154563220165991 2.171374571932002 2.1665835409569905 2.1498967804480054 2.1520104039879895 2.1661741497850087 2.1727944252789935 2.171367805669002 2.166915834960993 2.1682306842999965 2.170196624094999 2.166249760557996 2.1243306929830017 2.171715088443992 2.163196626235003 2.1571127602449995 2.161607375112998 2.1652460188179896 2.1633581452119985 2.164342800192999 2.1665036989329987 2.168408501763998 2.1710428791189926 2.1588190259289934 2.161296105910008 2.172416793514009 2.1385395673000023 2.1265853714889915 2.1710760893439884 2.162344108452994 2.1735367936539975 1.8937777619920064 1.865179812037002 1.8835436985850016 1.8531529871440064 1.8662136471220072 1.8762910008970086 1.8765283774600034 1.8864256781680016 1.8794932060480003 1.8647168797570033 1.8138779766940023 1.8597182627409974 1.870852687809995 1.9199311453479957 1.890125513761002 1.8489214481050031 1.8723718074009994 1.8155056310590048 1.8584438476810032 1.8497189686989968 1.8351761254390027 1.8871804943229902 1.8983006242210025 1.78205800135 1.9029520291060074 1.7518137978670159 1.7038776974860135 1.899359680783004 1.8433544754070053 1.8798896303379984 1.8913821529990043 1.8114604362640048 1.881149736450995 1.902497146752994 1.870378029505002 1.8820352271039988 1.8383530875670016 1.8281676145689982 1.8289246677669002 1.8726355882029757 1.7930622337209063 1.856437383810924 1.9037207463249564 1.9077794214699544 1.8607216959759187 1.8721844112249786 1.8938080612059556 1.8801129955539404 1.846238320371936 
